Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Feature_10,Feature_11,Feature_12,Feature_13,Feature_14,Feature_15,Feature_16,Feature_17,Feature_18,Feature_19,Feature_20,Feature_21,Feature_22,Feature_23,Feature_24,Feature_25,Ret_MinusOne,Ret_MinusTwo,Ret_PlusOne
,-1.79336527644,2.37302998083,1.1861189008,9.0,1.22489836203,26344,0.0126,14.0,,-3.75551180765,0.99,7.0,1.8998280545,3.4143393,1.0,-1.57348436123,2.72569711788,-2.3221361696,9.0,1.8540023359,-1.9696648199,2.00289308519,-2.18462602907,-1.0600614927,0.0485071354481,0.0524413926593,0.039513248416
,-1.28237865058,1.19309320432,0.847739384243,8.0,-0.670207356572,81535,0.3318,15.0,5.0,,0.77,4.0,1.92100613952,13.64482674,1.0,-1.48187979736,2.64988225788,-2.38975038921,5.0,1.39278529235,2.16407040723,2.038186226,-3.97643557373,-1.02355923906,-0.0109971611867,0.00298256228383,-0.00246995313364
,,-0.980773673554,-1.73163420402,7.0,-0.565604235472,76736,0.2138,4.0,5.0,0.889636515101,0.22,5.0,1.71338669646,9.338589753,1.0,0.536848950124,-0.819647893122,-0.111123115935,,-1.27773761484,-0.293257002819,-0.0620547696627,0.726088125841,0.0755735932233,-0.0137737436068,-0.00752174286993,-0.00295161492477
3.0,-0.655538634475,0.572487758472,0.742636907779,2.0,0.182214734443,6447,0.0166,8.0,,-0.203533532634,0.13,6.0,1.73742113886,0.313105726,1.0,-0.855306452644,0.748136706112,-1.37011519481,3.0,0.231457311316,-0.99111099444,0.785385735479,-1.91693262722,-0.77958759887,-0.00204196741237,0.00791035191325,0.00209643708053
,,-0.478484038495,-0.643023481268,8.0,,71484,0.2254,,5.0,0.570616858405,0.42,3.0,1.65320864111,8.522853784,1.0,-0.236470403527,0.141331626685,-0.626273020942,,-0.513747407511,0.459218067049,0.482151774145,-1.03066731903,-0.415274297867,0.010324230231,0.0115295058388,-0.00418821924798
,2.79450903793,,1.29210146037,5.0,0.306360416831,48135,0.0174,9.0,5.0,-1.31458339501,0.81,5.0,1.63093415622,0.407284813,1.0,-0.855081396835,1.42532162038,-1.79944723704,9.0,0.748240773464,-2.25724387443,1.54632787732,-1.7778500807,-1.0856512377,-0.0268791063895,-0.0139163497211,0.0121677908217
,1.31548676627,0.508068827445,1.11937929902,6.0,-0.00977902982443,61516,0.0111,6.0,,-0.340550545155,0.97,8.0,1.72296601725,0.162238328,1.0,0.00174539421287,-0.0473419928417,-1.63994803012,4.0,0.10684986829,-1.75516558495,1.24723429022,0.0844406212164,-0.44301422309,0.00770678116612,-0.00649307513917,0.01615990535
,-1.04957008536,3.24435157296,1.0867781838,9.0,0.625462028613,60453,0.2119,15.0,5.0,-5.03606237605,0.05,6.0,1.90741302181,,1.0,-1.95427004906,3.65536265088,-2.51583767127,7.0,2.57881545579,-2.03254654683,2.48000208078,-3.53850930007,-1.49474250457,-0.00488474956584,-0.0154286149926,-0.00160174406041
,2.18727173084,0.514487190026,-0.377645652052,9.0,0.0830371830974,48664,0.3318,14.0,5.0,0.043181593112,0.01,2.0,1.81599437462,9.676364141,1.0,-0.895497866617,1.47340973474,-1.40445036166,3.0,0.669659262075,0.675213609713,1.67897216961,0.0729625093758,-0.993467450302,-0.0295425155104,-0.00250465022595,-0.00319350647307
,-1.03986800768,0.721790336625,0.831699979706,2.0,-0.0383365299823,64351,0.3583,10.0,,-0.308404505871,0.94,7.0,1.56737053724,0.468545533,1.0,-0.873474277266,1.17149907169,,5.0,0.738666230588,-1.65803330077,0.812263845561,-1.13475985002,-0.775389125051,0.00144082570873,-0.0223242282195,-0.0063564982974
,1.7135759642,0.109709929578,0.156956977258,8.0,-0.121109464284,83855,0.2138,11.0,5.0,0.234120790867,0.11,0.0,1.23129874019,5.139800328,1.0,-0.416974205938,0.294109508584,-0.748424267577,,0.060213865643,-0.700697694317,0.374817727059,-1.34321286614,2.27415386875,0.0183252377193,-0.00447529692045,0.00205936735165
,-1.75231736346,1.35631037288,1.14381013397,1.0,3.88210250148,1695,0.3451,15.0,4.0,-1.31402288713,0.57,0.0,0.734967187339,0.278275525,1.0,-1.4324453066,2.1374785298,-1.00305351672,4.0,3.82861546686,-1.86136631247,1.97048089476,-3.41339361773,2.02058802362,0.342151805802,0.0558477987647,-0.133695485503
,-0.30346848217,0.317744073329,0.692290909078,2.0,-0.588101406777,15190,0.3484,7.0,5.0,0.119512583021,0.75,6.0,1.74543801394,0.678181015,1.0,-0.750269085842,0.887191053293,-1.54768767118,6.0,-0.0525304748299,1.32496242475,1.00092532231,-1.67320130915,-0.697341511438,-0.00832552459664,0.0130611761955,0.0231927110675
,-0.92648062689,0.227042957904,,4.0,0.586007106807,17519,0.2119,12.0,,-0.151034207798,0.99,4.0,0.650096160063,6.928528582,1.0,-0.596261900407,0.555691186982,-0.687100831049,10.0,0.584695333833,-0.727778425483,1.13006058407,-0.239128554248,-0.212595089563,-0.00209208419324,-0.00501290790211,-0.012104402247
,-0.971408269948,0.681702578306,1.15017277437,2.0,0.314984593844,38393,,12.0,,-0.176220610286,0.03,8.0,1.64338599417,,1.0,-0.957039841241,1.46216119533,-1.86253546238,3.0,0.73535827725,-1.66817181458,1.66212743212,-1.93381703593,-0.89050915021,0.0132166877362,-0.00851125957246,-0.00506245012519
,,2.77597751229,0.966441970698,1.0,2.65799143352,43166,0.2654,11.0,6.0,-4.61265352632,0.99,5.0,1.95457590031,1.274101389,1.0,-2.27951096583,5.4753935933,-2.39295443598,,3.8575966247,-3.28965510676,2.23215885478,-5.54741053681,-1.2968138606,0.000264262780068,-0.00625950731183,0.000627641991816
,-0.994550337311,-0.1516208352,-0.159318527344,8.0,-0.519172495009,19537,0.0158,10.0,4.0,0.255930577675,0.73,1.0,1.44072456639,11.68363289,1.0,-0.557349135095,0.433691326122,-1.39929566133,2.0,-0.333803406591,0.650700790054,0.765631128664,-1.42867341953,-0.425146965697,-0.01994483115,0.0255982979168,0.0350685455955
1.0,-0.055804558902,0.874422407541,-0.105432210342,2.0,-0.0726540384819,65920,0.2109,10.0,,-1.51136615469,0.92,5.0,1.90987527298,11.9044601,1.0,-0.586458421792,0.243147947045,-1.02347751301,2.0,0.337098556798,-0.837082484682,-3.62337681587,0.00233857467276,-0.0978207085731,0.000467260801948,0.0118941273646,-0.0175876533514
,1.46767381553,0.862533398622,-0.172125254366,3.0,1.14304988295,10311,0.3318,9.0,5.0,-0.798308519107,1.0,2.0,0.894785581212,7.353330669,1.0,-0.75356698638,0.364142502071,-0.645878628687,2.0,1.29504649703,-1.299697404,1.40552235788,-2.09841363131,-0.635768865547,-0.108333387331,0.102390456781,0.0801785537796
,1.30290863431,0.215702469311,,3.0,0.177414150967,80718,0.0126,11.0,,-0.214053178552,1.0,3.0,1.49592162901,23.45779088,1.0,-0.524334087861,0.611010922438,-0.720777736467,9.0,0.249547414755,0.350829810626,0.973092212751,0.15189123961,-0.512401500928,0.0214655048381,-0.0138807373556,-0.00971079821372
,,-0.417221512386,,5.0,-0.475032394065,70376,0.3318,6.0,4.0,0.28056104303,0.07,2.0,1.38691609664,1.003837946,1.0,0.0375456692428,-0.411917813579,0.0145983331005,3.0,-0.822867417763,0.689510884794,0.461708167396,1.33612694467,-0.346663192093,-0.0242327055577,0.00290965766134,-0.00276549070309
,,1.64869258196,1.09646109661,8.0,-0.476997828785,63447,0.0105,11.0,,-2.55811093841,0.0,6.0,1.53253010823,4.243584901,1.0,-0.747207317712,0.945271866621,-2.41738358354,2.0,0.709747261779,-2.03735088014,1.55491777451,-2.51538723301,-1.02846743958,0.00418518909869,-0.0110978934092,0.00898329128794
,0.041786382358,0.299145767653,,8.0,-0.49960987645,47450,0.0171,13.0,,-0.0902508758558,1.0,7.0,2.35330879886,14.88267904,1.0,-0.405274354525,0.38434103007,-1.60155333235,2.0,0.024774462058,0.345698628557,1.19918479497,-1.8515451266,-0.856399183969,-0.00921324422827,0.00142888588082,-0.00157574037936
7.0,,0.777544486451,,3.0,1.01282582237,81201,0.365,9.0,,-0.899107073217,0.09,3.0,1.54768065516,2.385743727,1.0,-1.17491640271,1.24603815442,-1.7558116114,9.0,1.25215087602,-1.2487997734,1.27417027264,0.141550326405,-0.80654132677,0.000891044350655,0.00745768100735,0.00121696468694
,2.88356959533,0.813783374907,0.796745536468,7.0,0.0219817212489,47637,0.2654,6.0,5.0,-0.482580361863,0.88,1.0,1.24172355548,10.66004228,1.0,-0.296650846021,0.310052536269,-0.673503508944,8.0,0.0157274687692,-2.44384515728,1.08887642132,-0.799817909743,-0.847131564741,0.0435315156227,0.0455770448662,0.0224073326259
,,1.20252065812,,1.0,0.127994160208,93215,0.3418,14.0,5.0,-1.51558985135,0.99,4.0,1.65027389625,5.559539052,1.0,-1.03767063342,1.76232638572,-1.52024646472,7.0,2.38027050809,-0.238259275632,1.91446931065,-2.44994637433,-0.795478589674,0.0311283399384,-0.0166611181689,0.0111327806699
,-0.827427572026,-0.309884255082,-0.245190372668,5.0,-0.0941004299268,25571,0.3583,7.0,4.0,0.367111716791,0.21,1.0,1.57670398506,0.400592487,1.0,-0.132453093546,-0.0902353230826,-0.103634718717,,-0.448319225715,0.442412380225,0.150549937322,0.13935499734,1.51592428959,0.020010580016,0.0190589739451,-0.0286350581382
,-0.80234673423,2.09656847804,1.93996913026,8.0,0.328137145152,4597,0.365,10.0,5.0,-0.830312125122,0.04,5.0,1.39983022371,0.253197577,1.0,-1.65059761674,3.10770756768,-2.52203454839,6.0,2.00758549862,-2.44286195044,2.42810324818,-5.27503278467,-1.58000795551,-0.0269510137544,0.00665007503016,0.0150688349635
6.0,0.801092551056,-0.29368449816,-1.16375728478,9.0,-0.206483990081,27761,0.365,7.0,5.0,0.476770536972,0.98,1.0,1.62132649476,0.866582473,1.0,-0.415466283361,,-0.720340979628,2.0,-0.0268245972523,0.272105227554,0.990079814684,0.242391384024,-0.433977899785,-0.0114771286301,0.0111224221301,-0.00328617134492
,1.28133955761,0.512467064128,0.719733743918,7.0,-0.39689635278,53301,0.3318,10.0,,-0.780261466401,0.42,6.0,1.90212114388,0.275247632,1.0,-0.131207758445,0.00812487766021,-0.909082620363,5.0,-0.316860857355,-2.04665834387,0.76960027303,0.263987077513,-0.523985341911,-0.0209382129003,0.0015558864868,0.00920885856743
,-1.00786201898,1.26290095167,-0.0412542572831,9.0,0.0261738065604,24099,0.2087,11.0,5.0,-1.62467790695,0.81,5.0,1.5886442274,9.717631034,1.0,-0.884841951817,1.03242605252,-1.69746689372,3.0,0.497738152001,-2.57569015154,1.50154709925,-2.38478275348,-0.951039823314,0.0233197953683,-0.00247750359261,0.0228708763455
,-1.36501695169,1.35915168759,,1.0,1.6147204288,5520,0.365,14.0,,-1.9208996521,0.65,4.0,1.39374100038,1.196169182,1.0,-1.31004936427,2.1002184629,-1.31639594215,2.0,3.43417928353,-1.9653627587,-0.0831963706342,-5.48149306165,2.22314409535,-0.0284058330588,0.0822413083784,-0.0436414432103
1.0,-0.707814596352,0.458318327853,0.496501428577,5.0,-0.129519402102,10741,0.0102,9.0,5.0,-0.816952871677,0.82,3.0,1.67690737,10.2161774,1.0,-0.750185406589,0.725769825668,-1.02581408811,6.0,0.171725717335,-1.78111359107,1.11975689696,-1.24663215438,-0.659127361984,0.00691511682485,0.00512668305114,-0.0024286599805
,0.633322236169,-0.561095567013,0.0706029189885,8.0,-0.522805495986,17519,0.0158,11.0,5.0,0.993364286768,0.2,5.0,1.67870024574,0.146548193,1.0,-0.0529964647453,-0.0197268328533,-1.07722596167,,-0.456947552503,,0.648126612358,-0.746386311506,-0.266110601893,-0.00695346124712,-0.0146138103347,-0.0236604761161
,-0.673540995444,-0.20170604432,-0.682650376959,9.0,-0.321762815376,32076,0.0142,10.0,,0.217205119742,0.05,1.0,1.36255100241,0.568226729,1.0,-0.372193810454,0.158040230344,-0.456547605358,5.0,0.00867016796336,0.453136681833,0.856143114488,0.215245945341,-0.409156444581,-0.0115394538261,-0.0486326294001,0.0303310310158
3.0,-0.316053827843,-0.381071240346,-0.965291704411,9.0,-0.0941629423602,27255,0.0105,9.0,,0.377670642259,,5.0,1.43363629717,0.784785633,1.0,-0.736093092325,0.644814294524,-0.759095611925,,-0.0521925697122,0.695780141685,0.582515240037,-0.52943651257,-0.532296317596,-0.00309840769791,-0.0291967102642,3.19279805097e-06
,-0.521645859056,0.36876581034,,3.0,0.166341098911,75804,0.2654,11.0,,-0.649732802856,0.85,6.0,1.28638678446,0.611376168,1.0,-0.218154792532,0.301713212724,-0.379160580951,8.0,0.241524164201,0.798980311389,0.613241663368,-0.328462773421,-0.20694257329,-0.00469931624066,0.0187212244806,-0.0115118783454
,-0.0173882624069,0.0350157627824,-0.336718072336,5.0,-0.364275935183,23153,0.3318,10.0,4.0,0.0643505879527,0.04,2.0,1.71844215747,13.22514655,1.0,0.225934197256,-0.219175269025,-0.326790280827,3.0,-0.643654647096,0.336865662617,0.395423828824,-0.185153060569,-0.078570310679,0.00339978814854,0.00373577477015,0.0016804229863
,-1.44928530911,1.65941277081,1.76779483276,6.0,0.270784069939,45946,0.0111,11.0,,-1.69593821838,0.34,8.0,1.77665170847,9.838815012,1.0,-1.30165171147,1.92848599356,-2.38045043416,7.0,1.17079717043,-3.42901364871,1.77507662178,-2.48706402756,-1.27342017773,-0.00845003725032,0.000998954412937,-0.00436214661507
,1.28777801052,-0.730147041165,-0.502751429254,2.0,-0.445603768737,57580,0.0163,10.0,5.0,1.05232969692,0.03,8.0,1.84071995906,6.444113818,1.0,0.133632914605,-0.247253921699,-0.431784377972,,-0.864114782969,1.45783906509,0.252019551031,0.172866152373,-0.315617233506,-0.0346184717225,0.0224849253427,0.00747102502382
,,-0.914986663534,-0.778222399224,1.0,-0.508935859199,1695,0.0099,13.0,5.0,0.96485319175,0.46,5.0,1.40198686546,0.376514732,1.0,-0.0266715675786,-0.0121085289559,-0.103481957448,6.0,0.0338638308162,1.15388259681,0.508837782588,-0.0685545492653,-0.0877831280389,0.0799788713453,-0.00975428781214,0.0285971854251
,0.150605468834,-0.446443281341,-0.00452686234035,8.0,-0.22463858026,41861,0.0163,9.0,,1.29851068206,0.66,2.0,1.19942055112,0.143021559,1.0,0.271609223754,-0.433874789958,-0.164119791433,2.0,-1.00742003257,0.437015884991,-0.337225076373,0.377740442555,0.509560528732,-0.0101151727107,0.00270771290142,-0.00620586849468
1.0,-0.972098335947,0.109438891125,,1.0,3.29862914842,76808,0.0126,15.0,6.0,0.239371543502,,7.0,1.67007394097,3.798813329,1.0,-0.702168326064,0.403580189315,-1.39039010422,5.0,2.04485284081,-0.162948664952,-4.72276312135,-2.82557000747,-1.04286652406,-0.00250590139818,0.00794693955037,0.00014635321142
,-0.454777817329,-0.711633220318,-0.922898242662,8.0,-0.474333088512,83707,0.0174,4.0,4.0,0.918791705726,0.62,4.0,1.42119601758,,1.0,-0.00389274875543,0.16367976946,-0.912708573023,3.0,-0.737068220194,0.668486158938,0.32071349436,-0.356149164893,-0.294215904463,-0.00612135622934,0.000556986276994,-0.00783779297731
,0.0768658661835,1.16094704239,0.423440794858,5.0,0.142618237857,34124,0.3451,10.0,,-1.48335481423,0.71,6.0,1.88469764064,9.032240759,1.0,-0.875786981055,1.41286091408,-1.74517294886,5.0,1.01521331606,-2.1811515883,1.3595362099,-1.71730829712,-0.837338386086,0.012239246092,0.000349207464926,0.0118098952434
,-0.700922901696,0.238363848297,0.166629096419,8.0,-0.367369931273,49660,0.0099,9.0,5.0,-0.0612251850234,0.35,1.0,1.1927914132,0.318660623,1.0,-0.88932870747,1.20609979471,-1.53249180499,2.0,0.278084904769,0.485630093639,0.731603007549,-2.30316016508,-0.527165737794,0.00519296207913,-0.048854924647,0.0344885076123
,,-0.0393765223815,-0.0130873333164,8.0,-0.242738201737,39069,0.2323,9.0,5.0,-0.0522345908068,0.55,4.0,1.64816721907,0.159353627,1.0,0.0175137155769,-0.0862890961711,-0.909130491896,2.0,-0.341508187616,-1.50364337487,0.739058785622,0.0393030277125,-0.636898405635,0.0045485424294,-0.0217236262813,0.000235416392719
,,0.134096269752,,1.0,-0.484855102707,24291,0.2109,11.0,4.0,-0.260539971905,0.56,3.0,,1.09442512,1.0,-0.66511685065,0.683383639943,-0.451776673141,9.0,0.318445390026,0.262273503234,0.589401571118,-1.33602504901,2.44048781239,0.00546135089714,-0.00499037414828,0.000519790057919
,,-0.079581208579,0.468726948878,1.0,0.350703369466,32592,0.365,11.0,,0.412968097503,1.0,7.0,1.70718981974,9.52163284,1.0,-0.557655229635,0.249896756317,-0.972888535252,9.0,1.1107280784,-0.492367189076,0.770233401726,-1.69038366302,-0.46826445932,0.0117171419917,0.00557639865266,0.00778585314898
,-0.930302611009,0.260436178084,0.207967465085,4.0,0.699809237324,51952,0.0164,8.0,,0.0741271626347,0.19,3.0,0.968288863555,1.010044024,1.0,-0.360310717213,0.159107566159,-0.914426212722,10.0,0.46016502095,-0.713355229173,1.14642327489,0.120903519871,-0.346876349443,-0.0154776931475,0.0146705309556,0.0177056968052
,,,,3.0,0.524800497626,99684,0.2138,8.0,5.0,-0.125235584921,1.0,8.0,1.57493615592,8.522853784,1.0,-0.668175955606,0.739118017284,-1.23730602969,8.0,0.552753095746,0.324687413919,1.28202437412,0.855517486102,-0.442969757199,-0.0018430583286,0.00178824679638,-0.00931451033495
,1.92507263795,1.57830264336,0.915335697266,5.0,-0.271158629683,21020,0.0158,9.0,,-2.09494774616,0.44,5.0,1.79726438527,0.109009056,1.0,-1.19192087,1.69427585714,-1.65118237724,3.0,0.882097406513,-3.45037548617,1.61175583946,-1.48061683434,-0.688640943225,0.0315792815635,0.00787313018442,0.0173454911662
,,1.43524998355,1.1533981356,6.0,-0.169360002433,97998,0.2138,10.0,5.0,-1.78745444519,0.55,5.0,1.59241044884,0.072194298,1.0,-0.32877490392,0.423744176562,-1.59946641117,4.0,,0.871527958992,1.20379669629,-0.114291859117,-0.698792751173,0.00280659781324,0.00495701098832,0.00446320493682
,,-0.308122223753,-0.238593313796,2.0,-0.50528754771,57237,0.365,12.0,5.0,0.468713552845,0.59,7.0,1.72672060937,2.573127981,1.0,0.0993928726784,-0.0237271867459,-0.861367360801,,-0.827563586495,0.439028156517,0.247440295968,-0.458197634596,-0.284122351502,0.000743097580413,-0.00356023920898,0.0291340652675
,,1.50038239082,0.908507922294,8.0,-0.303630801483,39562,0.2323,11.0,,-2.03779531711,0.63,5.0,1.56078819291,0.334093771,1.0,-0.54132305667,0.773358145676,-2.08845766219,2.0,0.543360873733,-1.60803540135,1.54011810849,,-0.932657452782,-0.0338285188229,-0.0100493683036,0.0130892354405
,-0.0333716385251,-0.701394814956,-0.243391904786,2.0,-0.342709262699,47683,0.2109,10.0,4.0,0.713054242935,0.55,1.0,1.25739055473,0.716192829,1.0,-0.451381954287,0.299241635411,-0.773860056236,,-0.381283115132,1.22917658194,0.501283842311,-0.813913612051,-0.347812644384,-0.0153027193264,-0.0307224991389,0.0273661425518
,1.69960664044,1.02384865379,0.751895533237,5.0,1.09857558809,61543,0.2323,14.0,,-1.50747050313,0.7,1.0,1.8915366723,,1.0,-0.794913996388,0.935274699139,-1.26671109533,6.0,0.89251647929,-0.688421152838,1.13493877656,-2.00683353085,-0.937326072684,0.00469641802568,-0.00789686385382,0.00728345281471
,,0.0345271198189,0.140577109258,1.0,2.15118980039,54198,0.3583,8.0,5.0,0.144280589741,0.14,2.0,1.72414684411,0.171176092,1.0,-1.06099262937,1.15701256981,-1.56328169228,2.0,2.30427364001,-0.398642684098,1.35469388068,-0.157869275447,-0.892429641622,-0.00512613712782,0.00600251697248,0.00297775323287
,1.37776829134,0.0748810020191,-0.0682366269229,5.0,0.160813220708,41948,0.0126,10.0,4.0,0.0688813648095,0.08,2.0,0.740455241901,0.187330882,1.0,-0.0525385161271,0.0977614181143,-0.237697979883,,0.00433342963822,-0.281255340948,-3.39215089907,-0.646031630301,2.05458167806,0.0317427308359,-0.0169965945566,0.000114237194424
,,,0.174494472275,5.0,-0.206392836095,5520,0.2654,7.0,4.0,0.296493890642,0.87,4.0,1.62745844944,3.345788594,1.0,-0.257136345605,-0.0654544903092,-0.936528643267,6.0,-0.364278978699,-1.16624729647,0.395938835847,0.665686010944,-0.373400033819,-0.0469094742001,0.0589200347598,-0.0413129032037
,-0.591638975478,-0.113707610638,0.138357395577,7.0,,77471,0.0098,,4.0,0.261141041506,1.0,2.0,1.85042906007,3.344862552,1.0,0.286653841333,-0.222450162382,-0.933945799005,,-0.886017979415,-0.310699262964,0.586700812547,-0.548962954407,-0.549033744816,0.0212874658045,-0.0150326361681,0.013815903044
,-0.442450155869,-0.122885373895,-0.417111940445,8.0,-0.555169261762,92640,0.01,7.0,4.0,0.217862056798,1.0,3.0,1.44725250196,9.338589753,1.0,-0.365393107032,0.199245422228,-1.27391850649,2.0,-0.366382113362,0.318669065411,0.712608837641,-1.03203518888,-0.431013340001,0.0305408269394,0.0200414366651,0.0057683367589
1.0,,-0.275999803846,0.323797690674,6.0,,99837,0.365,10.0,5.0,0.432146662753,0.11,8.0,1.76555866994,3.289145003,1.0,0.0737723159326,0.169569873491,-1.2187660379,4.0,-0.716112722922,-0.246046571394,0.696515315404,-0.0896678965924,-0.52605443383,-0.00891276427413,0.00898669146334,-0.00803393947439
,-0.426883379936,0.124849769836,0.474605579641,2.0,-0.0293731993733,41348,0.3318,,5.0,0.281299517963,0.82,5.0,1.62357955067,0.151207978,1.0,-0.52067530168,0.353627054101,-1.58678262665,,-0.152161780342,-0.931248125711,0.867368672609,-0.628893118706,-0.538087391879,-0.00597313878008,0.00327821812955,-0.0134478182857
,0.177147064777,-0.0896104092007,-0.370255979751,7.0,-0.505936935562,14925,0.0111,8.0,5.0,0.0746886944487,0.08,,1.44376969662,13.42760536,1.0,-0.279688045402,0.0620322245093,-1.02027972026,2.0,-0.598104097012,-1.85630294333,0.551501020363,0.177338571339,-0.294797401107,-0.00961831037666,-0.0056991088594,-0.0290070548081
,-0.371604853613,0.473879843924,-0.0378190620258,10.0,-0.218479857795,81330,0.2323,13.0,,-0.433424586076,0.93,3.0,1.75099756065,27.13801678,1.0,-0.186260898933,0.0458865292366,-0.820494311193,7.0,-0.0681512506761,-0.253019471358,0.757674761698,-0.3184348234,-0.46237972205,-0.00922171777169,-0.00449877664511,0.00667683638713
,2.15278427803,0.232669921491,0.331533988137,1.0,0.273722546435,54939,0.3583,9.0,6.0,-0.415598207903,0.92,5.0,1.43512214845,7.716442772,1.0,-0.588830278634,0.670717239516,-1.41057163761,6.0,0.51952026314,-0.369783274388,0.381131734574,-1.01234294721,-0.433667250224,-0.0164825528602,-0.0172737584366,-0.0090628740289
,0.224621254149,-0.106362605404,-0.0559221803444,8.0,,57800,0.3583,7.0,4.0,0.61753035515,0.05,3.0,,0.697702668,1.0,-0.402577172471,0.166619526878,-0.967269560553,,-0.205675543808,-0.129578605982,0.860694375172,-1.29427046248,-0.474962696945,-0.00774368959137,0.000880951538543,0.0230131933458
8.0,-0.772672508889,0.791778653268,-0.609620307249,9.0,0.662837567207,39848,0.365,12.0,3.0,-0.619844921968,1.0,3.0,1.84118367071,0.659245242,1.0,-1.32060135665,1.98415777073,-1.52286800539,,1.09102847917,-0.760471249854,1.85985088051,-1.05302352671,-1.01662779421,0.00821197129079,-0.00717394560713,0.018377639823
,-1.39788061876,0.476170390364,0.048795539592,10.0,0.335489937936,69058,0.2119,,,-0.523222725156,0.14,5.0,1.42837360221,13.53114252,1.0,0.0313206007816,-0.539767926207,-0.491795437844,10.0,0.286404841223,-1.18607223096,0.691214810493,-0.0827050228848,2.71311573107,-0.00350714963723,-0.0214024911567,0.0188936328471
,-0.438007335234,,-1.25604558284,9.0,0.125280020131,42955,0.3583,9.0,5.0,-0.249619756341,0.24,8.0,1.57279123476,0.714396209,1.0,-0.813667176488,0.642516663387,-0.981711983247,4.0,0.45459787545,-0.141207134242,0.795520534732,0.68998335468,-0.492704874317,-0.00962012145043,-0.00860156395371,-0.00436002172673
,,1.25080815275,1.03387158109,2.0,0.0306212036931,95620,0.2109,11.0,5.0,-1.81141825811,0.89,5.0,1.91861150263,4.918050207,1.0,-0.557995407176,0.765514090144,-1.89840676755,2.0,0.570747755492,-1.52387061363,1.61005591155,-1.76098967158,-0.932837065214,-0.00491736288273,-0.00614370356513,-0.0129630767541
,2.79334346885,0.370331251646,0.861097039096,8.0,-0.194147695086,17533,0.2323,9.0,5.0,0.540017843279,1.0,3.0,1.27681244011,0.162607178,1.0,-0.718242569972,0.767704859655,-1.06369623261,2.0,0.466353127534,-0.894493141061,1.21273653777,-2.030687047,-0.825328055975,-0.00443320455588,-0.0019568088811,-0.00220846192737
,-0.86649202688,-0.62192814219,-0.494807906398,1.0,-0.352186191606,97799,0.365,13.0,,0.784038934675,0.99,3.0,1.1055304234,1.006330414,1.0,-0.450703441158,-0.00722821818999,0.0120333753681,5.0,0.0637562029426,0.871480881705,-0.0634391475066,-0.524961789059,2.3033613538,-0.00175238416214,-0.0135968880745,0.0367690330467
,,0.33120448975,-0.847575474242,5.0,-0.571781973157,43838,0.0158,7.0,5.0,-0.652367805991,0.04,4.0,1.62377358477,0.368400838,1.0,-0.217729286682,0.260499432713,-1.15070323498,6.0,-0.420409174172,-0.588687576658,0.619790441717,-0.956403324441,-0.52410813057,0.00218217220137,-0.0179422343115,-0.00211099716171
,,0.597068488563,,1.0,0.0956674258497,12637,0.0158,13.0,,-0.926424242064,0.83,2.0,1.44683158324,0.94522311,1.0,-0.951406877706,1.12114261374,-0.836167272129,5.0,1.55832477051,-0.412062141785,1.17752118735,-1.41545154738,-0.576252382775,0.00663732648184,-0.00578534300508,0.00486066804508
,-0.0380370656711,0.838859724772,1.2406244523,6.0,0.0315950601502,56348,0.2323,10.0,,-0.557385744103,0.28,9.0,1.82727220919,3.440856083,1.0,-0.496400595619,0.461774430352,-1.93827477353,7.0,0.320973089949,-1.61426904456,1.29505035418,-0.913764971073,-0.965100705137,0.0198699091504,-0.0221945373257,-0.0060758884474
,,1.15148846927,1.42669807981,7.0,0.116451034656,38090,0.2254,13.0,,-1.35267015531,0.65,6.0,1.59022497005,8.341366658,1.0,,0.705740383808,-1.0314991279,6.0,0.364272836267,0.720169716008,1.04816296177,-1.96175949033,-0.35608421785,-0.0190015171834,-0.00503101946502,0.00859110355443
1.0,2.02915722325,1.72076058225,1.70447132348,6.0,0.412664466034,30227,0.2208,9.0,,-2.2807084345,0.98,4.0,1.42880061031,6.357561365,1.0,-0.621381228945,0.434925042683,-0.575264949979,7.0,0.42614163691,-3.03558790981,1.18231868565,-0.229142351425,-0.664035827924,-0.0174143788637,-0.00727937281842,-0.0141205994118
,-1.18191246928,-0.365546822656,0.0276446796174,2.0,,60453,0.0174,8.0,,0.612257910216,0.09,7.0,1.87494198412,0.223639066,1.0,-0.344172487591,0.146390900786,-0.644659659578,,-0.376932662405,0.414182739597,0.485619213813,-0.277305005035,2.47829289173,-0.00886414046497,-0.0150807355025,0.0150353634616
,,1.97791365847,1.62745855953,7.0,0.580628914597,28752,0.0166,12.0,5.0,-2.29549387415,0.04,7.0,1.42486039496,3.048246498,1.0,-1.21124890101,1.83512709332,-1.73776187708,6.0,1.10935551044,-3.36204762445,,-1.10374794793,-0.832503324642,-0.00333965115835,0.000719975956966,0.00056120799264
,,-0.318721193918,0.378547744438,8.0,-0.362949550825,88634,0.2138,10.0,,0.904867247137,0.8,7.0,2.14771896517,0.06060425,1.0,0.072030673224,-0.01579388827,-1.39918706154,,-0.448694204988,-0.144348040123,0.508621434032,-0.425079819871,-0.0721487935755,-0.0197872072441,0.00871286120665,0.011916883642
